0	2.01	1.06004
0	2.01	0.99855
0	2.01	0.936907
0	2.01	0.875115
0	2.01	0.813186
0	2.01	0.751128
0	2.01	0.688951
0	2.01	0.626666
0	2.01	0.564282
0	2.01	0.501809
0	2.01	0.439256
0	2.01	0.376634
0	2.01	0.313953
0	2.01	0.251222
0	2.01	0.188451
0	2.01	0.12565
0	2.01	0.0628302
0	2.01	0
0	2.01	-0.0628302
0	2.01	-0.12565
0	2.01	-0.188451
0	2.01	-0.251222
0	2.01	-0.313953
0	2.01	-0.376634
0	2.01	-0.439256
0	2.01	-0.501809
0	2.01	-0.564282
0	2.01	-0.626666
0	2.01	-0.688951
0	2.01	-0.751128
0	2.01	-0.813186
0	2.01	-0.875115
0	2.01	-0.936907
0	2.01	-0.99855
0	2.01	-1.06004
0	2.01	-1.12135
0	2.01	-1.18249
0	2.01	-1.24345
0	2.01	-1.30421
0	2.01	-1.36476
0	2.01	-1.4251
0	2.01	-1.48521
0	2.01	-1.54508
0	2.01	-1.60472
0	2.01	-1.6641
0	2.01	-1.72321
0	2.01	-1.78206
0	2.01	-1.84062
0	2.01	-1.8989
0	2.01	-1.95687
0	2.01	-2.01453
0	2.01	-2.07188
0	2.01	-2.1289
0	2.01	-2.18558
0	2.01	-2.24192
0	2.01	-2.2979
0	2.01	-2.35352
0	2.01	-2.40877
0	2.01	-2.46364
0	2.01	-2.51812
0	2.01	-2.5722
0	2.01	-2.62587
0	2.01	-2.67913
0	2.01	-2.73197
0	2.01	-2.78438
0	2.01	-2.83634
0	2.01	-2.88786
0	2.01	-2.93893
0	2.01	-2.98952
0	2.01	-3.03965
0	2.01	-3.0893
0	2.01	-3.13846
0	2.01	-3.18712
0	2.01	-3.23528
0	2.01	-3.28293
0	2.01	-3.33006
0	2.01	-3.37666
0	2.01	-3.42274
0	2.01	-3.46827
0	2.01	-3.51325
0	2.01	-3.55768
0	2.01	-3.60155
0	2.01	-3.64484
0	2.01	-3.68757
0	2.01	-3.72971
0	2.01	-3.77126
0	2.01	-3.81221
0	2.01	-3.85257
0	2.01	-3.89231
0	2.01	-3.93144
0	2.01	-3.96995
0	2.01	-4.00783
0	2.01	-4.04508
0	2.01	-4.0817
0	2.01	-4.11766
0	2.01	-4.15298
0	2.01	-4.18764
0	2.01	-4.22164
0	2.01	-4.25497
0	2.01	-4.28763
0	2.01	-4.31962
0	2.01	-4.35092
0	2.01	-4.38153
0	2.01	-4.41146
0	2.01	-4.44068
0	2.01	-4.46921
0	2.01	-4.49703
0	2.01	-4.52414
0	2.01	-4.55053
0	2.01	-4.57621
0	2.01	-4.60116
0	2.01	-4.62539
0	2.01	-4.64888
0	2.01	-4.67164
0	2.01	-4.69367
0	2.01	-4.71495
0	2.01	-4.73549
0	2.01	-4.75528
0	2.01	-4.77432
0	2.01	-4.79261
0	2.01	-4.81014
0	2.01	-4.82691
0	2.01	-4.84292
0	2.01	-4.85816
0	2.01	-4.87263
0	2.01	-4.88634
0	2.01	-4.89928
0	2.01	-4.91144
0	2.01	-4.92282
0	2.01	-4.93343
0	2.01	-4.94326
0	2.01	-4.95231
0	2.01	-4.96057
0	2.01	-4.96806
0	2.01	-4.97476
0	2.01	-4.98067
0	2.01	-4.98579
0	2.01	-4.99013
0	2.01	-4.99368
0	2.01	-4.99645
0	2.01	-4.99842
0	2.01	-4.99961
